time,absolute_humidity,air_temperature,depth,gas_resistance,humidity,max_volume,pressure,turbidity,water_temperature,log_gas
2018-10-01 01:58:49.445941,15.97208986787272,23.36002253534,,7576.935529323459,75.952,,1011.01,,,3.879493591937539
2018-10-01 01:59:48.501349,15.964024976274297,23.35970894553,,4863.5165858563005,75.915,,1011.03,,,3.6869504012711465
2018-10-01 02:00:48.359061,16.006654344334034,23.360336125139998,,5356.00992811615,76.115,,1011.03,,,3.7288413733664956
2018-10-01 02:01:47.986131,15.987337844017596,23.362217663990002,,6061.789947111401,76.015,,1011.03,,,3.7826008831383393
2018-10-01 02:02:48.600867,15.97561727110516,23.365980741810002,,6614.081423748101,75.943,,1011.01,,,3.820469537064958
2018-10-01 02:05:54.063836,16.040172966135472,23.41207845786,,14613.437871337168,76.05,0.05731294002,1011.01,,,4.164752397516401
2018-10-01 02:06:54.210874,16.020272787199318,23.411764867880002,,6512.58445642403,75.957,0.06026840454,1011.03,,,3.813753368356884
2018-10-01 02:07:53.976321,15.980546872914815,23.41145127789,,7439.012189823209,75.77,0.04066359109,1011.03,,,3.8715152703589557
2018-10-01 02:08:53.956444,15.892146707998409,23.40768819817,,8153.63532326496,75.367,0.049779426610000004,1011.05,,,3.91135128344243
2018-10-01 02:11:20.140346,16.001508725122143,23.3625312538,,17206.23930042145,76.081,0.040782731180000004,1011.11,,,4.235685958674529
2018-10-01 02:12:20.255027,16.008811962479484,23.379778695160002,,7919.54658090515,76.041,0.04524712364,1011.11,,,3.898700317568301
2018-10-01 02:13:20.139043,16.00643256335014,23.397966909629996,,8867.92014852025,75.95100000000001,0.04452103583000001,1011.11,,,3.947821773841057
2018-10-01 02:14:20.195976,16.01890025334058,23.41835025778,,9493.584597681,75.922,0.043790773160000004,1011.13,,,3.9774302247615485
2018-10-01 02:15:20.177865,16.03612822556122,23.43653848003,,9965.16498136367,75.925,0.04840979978999999,1011.15,,,3.9984844931923256
2018-10-01 02:16:20.136809,16.049689438658053,23.453472345429997,,10358.074967242379,75.916,0.04911445217,1011.17,,,4.015279049927856
2018-10-01 02:17:20.204203,16.06697813821008,23.46915185326,,10709.97331824133,75.93,0.05213543456,1011.15,,,4.029788388875274
2018-10-01 02:19:21.580409,16.137915020577886,23.53061555028,,19360.7232946245,75.999,0.045002639739999996,1011.25,,,4.286921578023847
2018-10-01 02:22:43.937407,16.215597515620487,23.678630339639998,-2922.72087782032,17233.060406125667,75.725,0.04544229287,1011.28,,,4.23636241032483
2018-10-01 02:23:43.917949,16.177428553615684,23.68929243131,-3686.68180955409,8783.211039182059,75.501,0.04274275466,1011.32,,,3.9436533179167794
2018-10-01 02:37:33.486109,16.444837310937558,24.9185773411,-3773.5880377919502,24522.944855565944,71.596,0.07919554294,1011.19,,,4.3895726215449224
2018-10-01 02:39:37.544895,16.329328781438075,24.64135958566,-3763.73101053319,15581.454897794909,72.212,0.03962573493,1011.21,,,4.192608006904188
2018-10-01 02:40:38.196441,16.376065270339897,24.62317112021,-3677.2708000059797,7857.510280129879,72.493,0.04588488279,1011.21,,,3.895284957885705
2018-10-01 02:41:38.412377,16.394899073525377,24.592752487920002,-3793.45701611706,9293.67463098164,72.70100000000001,0.05656098022999999,1011.23,,,3.9681874638774346
2018-10-01 02:42:37.639916,16.40828288487162,24.555121204450003,-3640.0999741109704,10290.45227229044,72.915,0.05371388845,1011.21,,,4.012434462716136
2018-10-01 02:43:37.771255,16.40382843268505,24.51341321696,-3844.0523739953796,11042.242775129092,73.067,0.056938736870000006,1011.19,,,4.04305729132249
2018-10-01 02:44:37.583300,16.399184741748844,24.47013728043,-2819.4556737234698,12115.22602612988,73.225,0.04872974243,1011.19,,,4.0833315209073096
2018-10-01 02:45:37.647664,16.43353608108472,24.430938080500002,-2841.7720088491496,12656.12392561158,73.541,0.05347523577,1011.21,,,4.102300718677762
2018-10-01 03:18:49.749895,13.892301825073073,18.70521572394,2.586815014,21783.135471977657,86.536,0.05142860803,1012.03,,,4.338120392415636
2018-10-01 03:20:26.693482,13.84023016451,18.64751819937,2.5831556779,23734.019015429858,86.506,0.036701164669999994,1012.03,0.6538966964199999,,4.375371285981066
2018-10-01 03:22:12.938707,13.96340943851273,18.574769199320002,2.5862662182,26713.24168119477,87.652,0.04731822471,1012.03,0.65481712062,17.125,4.426726593331361
2018-10-01 03:24:40.769504,13.907158995708278,18.396032681420003,2.57802984898,31775.81440708939,88.227,0.045085403339999996,1011.97,0.65503440909,17.1875,4.502096690240125
2018-10-01 03:25:40.621622,13.865291004945668,18.40167698709,2.5840706658,12743.65561850208,87.932,0.04799588058999999,1011.97,0.65379903868,17.1875,4.105294026681566
2018-10-01 03:26:40.414744,13.738338911862577,18.396032681420003,2.58571738549,15092.223549248201,87.156,0.04170027588,1011.99,0.65282246128,17.1875,4.1787532294395
2018-10-01 03:27:40.431680,13.765254970864497,18.38380335369,2.5946770323700004,16826.508371987333,87.39,0.04571428081,1012.03,0.6548024719600001,17.125,4.225994005928315
2018-10-01 03:28:40.522027,13.725786397449097,18.36122613761,,18287.82423635586,87.256,,1012.07,0.65411154345,17.125,4.262162039082069
2018-10-01 03:32:14.660543,13.631877981896572,18.202872211629998,2.58242361371,38998.749316154,87.476,0.07343889271000001,1012.28,0.65329610131,17.125,4.591050679493104
2018-10-01 03:35:34.267655,,,,32332.868860074916,87.82799999999999,0.11943442545999998,1012.32,,17.125,4.509644240795387
2018-10-01 03:37:48.503891,,,,,,,1012.28,,,
2018-10-01 03:41:02.711033,13.67546590111683,18.50076596644,2.56263302484,33230.990217743514,86.221,0.0639465266,1012.15,0.6543337148,17.125,4.521543282587605
